,PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Cabin,Embarked,Pclass_1,Pclass_2,Pclass_3,title,male,cabin_deck,Embarked_s,Embarked_q,Embarked_c,family_size,is_alone,is_child,is_senior
126,130,0,3,male,45.0,0,0,6.975,,S,0,0,1,Mr,1,6,1,0,0,1,1,0,0
127,131,0,3,male,33.0,0,0,7.8958,,C,0,0,1,Mr,1,6,0,0,1,1,1,0,0
128,132,0,3,male,20.0,0,0,7.05,,S,0,0,1,Mr,1,6,1,0,0,1,1,0,0
129,133,0,3,female,47.0,1,0,14.5,,S,0,0,1,Mrs,0,6,1,0,0,2,0,0,0
130,134,1,2,female,29.0,1,0,26.0,,S,0,1,0,Mrs,0,5,1,0,0,2,0,0,0
131,135,0,2,male,25.0,0,0,13.0,,S,0,1,0,Mr,1,4,1,0,0,1,1,0,0
132,136,0,2,male,23.0,0,0,15.0458,,C,0,1,0,Mr,1,4,0,0,1,1,1,0,0
133,137,1,1,female,19.0,0,2,26.2833,D47,S,1,0,0,Miss,0,4,1,0,0,3,0,0,0
134,138,0,1,male,37.0,1,0,53.1,C123,S,1,0,0,Mr,1,3,1,0,0,2,0,0,0
135,139,0,3,male,16.0,0,0,9.2167,,S,0,0,1,Mr,1,6,1,0,0,1,1,1,0
136,140,0,1,male,24.0,0,0,79.2,B86,C,1,0,0,Mr,1,2,0,0,1,1,1,0,0
137,141,0,3,female,28.0,0,2,15.2458,,C,0,0,1,Mrs,0,6,0,0,1,3,0,0,0
138,142,1,3,female,22.0,0,0,7.75,,S,0,0,1,Miss,0,6,1,0,0,1,1,0,0
139,143,1,3,female,24.0,1,0,15.85,,S,0,0,1,Mrs,0,6,1,0,0,2,0,0,0
140,144,0,3,male,19.0,0,0,6.75,,Q,0,0,1,Mr,1,6,0,1,0,1,1,0,0
141,145,0,2,male,18.0,0,0,11.5,,S,0,1,0,Mr,1,5,1,0,0,1,1,0,0
142,146,0,2,male,19.0,1,1,36.75,,S,0,1,0,Mr,1,5,1,0,0,3,0,0,0
143,147,1,3,male,27.0,0,0,7.7958,,S,0,0,1,Mr,1,6,1,0,0,1,1,0,0
144,148,0,3,female,9.0,2,2,34.375,,S,0,0,1,Miss,0,7,1,0,0,5,0,1,0
145,149,0,2,male,36.5,0,2,26.0,F2,S,0,1,0,Mr,1,6,1,0,0,3,0,0,0
146,150,0,2,male,42.0,0,0,13.0,,S,0,1,0,Rev,1,4,1,0,0,1,1,0,0
147,151,0,2,male,51.0,0,0,12.525,,S,0,1,0,Rev,1,4,1,0,0,1,1,0,1
148,152,1,1,female,22.0,1,0,66.6,C2,S,1,0,0,Mrs,0,3,1,0,0,2,0,0,0
149,153,0,3,male,55.5,0,0,8.05,,S,0,0,1,Mr,1,6,1,0,0,1,1,0,1
150,154,0,3,male,40.5,0,2,14.5,,S,0,0,1,Mr,1,6,1,0,0,3,0,0,0
151,155,0,3,male,31.0,0,0,7.3125,,S,0,0,1,Mr,1,6,1,0,0,1,1,0,0
152,156,0,1,male,51.0,0,1,61.3792,,C,1,0,0,Mr,1,3,0,0,1,2,0,0,1
153,157,1,3,female,16.0,0,0,7.7333,,Q,0,0,1,Miss,0,6,0,1,0,1,1,1,0
154,158,0,3,male,30.0,0,0,8.05,,S,0,0,1,Mr,1,6,1,0,0,1,1,0,0
155,159,0,3,male,31.0,0,0,8.6625,,S,0,0,1,Mr,1,6,1,0,0,1,1,0,0
156,160,0,3,male,31.0,8,2,69.55,,S,0,0,1,Master,1,8,1,0,0,11,0,0,0
157,161,0,3,male,44.0,0,1,16.1,,S,0,0,1,Mr,1,6,1,0,0,2,0,0,0
158,162,1,2,female,40.0,0,0,15.75,,S,0,1,0,Mrs,0,5,1,0,0,1,1,0,0
159,163,0,3,male,26.0,0,0,7.775,,S,0,0,1,Mr,1,6,1,0,0,1,1,0,0
160,164,0,3,male,17.0,0,0,8.6625,,S,0,0,1,Mr,1,6,1,0,0,1,1,0,0
161,165,0,3,male,1.0,4,1,39.6875,,S,0,0,1,Master,1,7,1,0,0,6,0,1,0
162,166,1,3,male,9.0,0,2,20.525,,S,0,0,1,Master,1,6,1,0,0,3,0,1,0
163,167,1,1,female,28.0,0,1,55.0,E33,S,1,0,0,Mrs,0,5,1,0,0,2,0,0,0
164,168,0,3,female,45.0,1,4,27.9,,S,0,0,1,Mrs,0,7,1,0,0,6,0,0,0
165,169,0,1,male,31.0,0,0,25.925,,S,1,0,0,Mr,1,3,1,0,0,1,1,0,0
166,170,0,3,male,28.0,0,0,56.4958,,S,0,0,1,Mr,1,6,1,0,0,1,1,0,0
167,171,0,1,male,61.0,0,0,33.5,B19,S,1,0,0,Mr,1,2,1,0,0,1,1,0,1
168,172,0,3,male,4.0,4,1,29.125,,Q,0,0,1,Master,1,7,0,1,0,6,0,1,0
169,173,1,3,female,1.0,1,1,11.1333,,S,0,0,1,Miss,0,7,1,0,0,3,0,1,0
170,174,0,3,male,21.0,0,0,7.925,,S,0,0,1,Mr,1,6,1,0,0,1,1,0,0
171,175,0,1,male,56.0,0,0,30.6958,A7,C,1,0,0,Mr,1,1,0,0,1,1,1,0,1
172,176,0,3,male,18.0,1,1,7.8542,,S,0,0,1,Mr,1,6,1,0,0,3,0,0,0
173,177,0,3,male,31.0,3,1,25.4667,,S,0,0,1,Master,1,7,1,0,0,5,0,0,0
174,178,0,1,female,50.0,0,0,28.7125,C49,C,1,0,0,Miss,0,3,0,0,1,1,1,0,1
175,179,0,2,male,30.0,0,0,13.0,,S,0,1,0,Mr,1,4,1,0,0,1,1,0,0
176,180,0,3,male,36.0,0,0,0.0,,S,0,0,1,Mr,1,6,1,0,0,1,1,0,0
177,181,0,3,female,28.0,8,2,69.55,,S,0,0,1,Miss,0,8,1,0,0,11,0,0,0
178,182,0,2,male,31.0,0,0,15.05,,C,0,1,0,Mr,1,4,0,0,1,1,1,0,0
179,183,0,3,male,9.0,4,2,31.3875,,S,0,0,1,Master,1,7,1,0,0,7,0,1,0
180,184,1,2,male,1.0,2,1,39.0,F4,S,0,1,0,Master,1,6,1,0,0,4,0,1,0
181,185,1,3,female,4.0,0,2,22.025,,S,0,0,1,Miss,0,6,1,0,0,3,0,1,0
182,186,0,1,male,31.0,0,0,50.0,A32,S,1,0,0,Mr,1,1,1,0,0,1,1,0,0
183,187,1,3,female,28.0,1,0,15.5,,Q,0,0,1,Mrs,0,6,0,1,0,2,0,0,0
184,188,1,1,male,45.0,0,0,26.55,,S,1,0,0,Mr,1,3,1,0,0,1,1,0,0
185,189,0,3,male,40.0,1,1,15.5,,Q,0,0,1,Mr,1,6,0,1,0,3,0,0,0
186,190,0,3,male,36.0,0,0,7.8958,,S,0,0,1,Mr,1,6,1,0,0,1,1,0,0
187,191,1,2,female,32.0,0,0,13.0,,S,0,1,0,Mrs,0,5,1,0,0,1,1,0,0
188,192,0,2,male,19.0,0,0,13.0,,S,0,1,0,Mr,1,4,1,0,0,1,1,0,0
189,193,1,3,female,19.0,1,0,7.8542,,S,0,0,1,Miss,0,6,1,0,0,2,0,0,0
190,194,1,2,male,3.0,1,1,26.0,F2,S,0,1,0,Master,1,6,1,0,0,3,0,1,0
191,195,1,1,female,44.0,0,0,27.7208,B4,C,1,0,0,Mrs,0,2,0,0,1,1,1,0,0
192,196,1,1,female,58.0,0,0,146.5208,B80,C,1,0,0,Miss,0,2,0,0,1,1,1,0,1
193,197,0,3,male,31.0,0,0,7.75,,Q,0,0,1,Mr,1,6,0,1,0,1,1,0,0
194,198,0,3,male,42.0,0,1,8.4042,,S,0,0,1,Mr,1,6,1,0,0,2,0,0,0
195,199,1,3,female,28.0,0,0,7.75,,Q,0,0,1,Miss,0,6,0,1,0,1,1,0,0
196,200,0,2,female,24.0,0,0,13.0,,S,0,1,0,Miss,0,5,1,0,0,1,1,0,0
197,201,0,3,male,28.0,0,0,9.5,,S,0,0,1,Mr,1,6,1,0,0,1,1,0,0
198,202,0,3,male,31.0,8,2,69.55,,S,0,0,1,Mr,1,8,1,0,0,11,0,0,0
199,203,0,3,male,34.0,0,0,6.4958,,S,0,0,1,Mr,1,6,1,0,0,1,1,0,0
200,204,0,3,male,45.5,0,0,7.225,,C,0,0,1,Mr,1,6,0,0,1,1,1,0,0
201,205,1,3,male,18.0,0,0,8.05,,S,0,0,1,Mr,1,6,1,0,0,1,1,0,0
202,206,0,3,female,2.0,0,1,10.4625,G6,S,0,0,1,Miss,0,7,1,0,0,2,0,1,0
203,207,0,3,male,32.0,1,0,15.85,,S,0,0,1,Mr,1,6,1,0,0,2,0,0,0
204,208,1,3,male,26.0,0,0,18.7875,,C,0,0,1,Mr,1,6,0,0,1,1,1,0,0
205,209,1,3,female,16.0,0,0,7.75,,Q,0,0,1,Miss,0,6,0,1,0,1,1,1,0
206,210,1,1,male,40.0,0,0,31.0,A31,C,1,0,0,Mr,1,1,0,0,1,1,1,0,0
207,211,0,3,male,24.0,0,0,7.05,,S,0,0,1,Mr,1,6,1,0,0,1,1,0,0
208,212,1,2,female,35.0,0,0,21.0,,S,0,1,0,Miss,0,5,1,0,0,1,1,0,0
209,213,0,3,male,22.0,0,0,7.25,,S,0,0,1,Mr,1,6,1,0,0,1,1,0,0
210,214,0,2,male,30.0,0,0,13.0,,S,0,1,0,Mr,1,4,1,0,0,1,1,0,0
211,215,0,3,male,31.0,1,0,7.75,,Q,0,0,1,Mr,1,6,0,1,0,2,0,0,0
212,216,1,1,female,31.0,1,0,113.275,D36,C,1,0,0,Miss,0,4,0,0,1,2,0,0,0
213,217,1,3,female,27.0,0,0,7.925,,S,0,0,1,Miss,0,6,1,0,0,1,1,0,0
214,218,0,2,male,42.0,1,0,27.0,,S,0,1,0,Mr,1,5,1,0,0,2,0,0,0
215,219,1,1,female,32.0,0,0,76.2917,D15,C,1,0,0,Miss,0,4,0,0,1,1,1,0,0
216,220,0,2,male,30.0,0,0,10.5,,S,0,1,0,Mr,1,5,1,0,0,1,1,0,0
217,221,1,3,male,16.0,0,0,8.05,,S,0,0,1,Mr,1,6,1,0,0,1,1,1,0
218,222,0,2,male,27.0,0,0,13.0,,S,0,1,0,Mr,1,4,1,0,0,1,1,0,0
219,223,0,3,male,51.0,0,0,8.05,,S,0,0,1,Mr,1,6,1,0,0,1,1,0,1
220,224,0,3,male,31.0,0,0,7.8958,,S,0,0,1,Mr,1,6,1,0,0,1,1,0,0
221,225,1,1,male,38.0,1,0,90.0,C93,S,1,0,0,Mr,1,3,1,0,0,2,0,0,0
222,226,0,3,male,22.0,0,0,9.35,,S,0,0,1,Mr,1,6,1,0,0,1,1,0,0
223,227,1,2,male,19.0,0,0,10.5,,S,0,1,0,Mr,1,5,1,0,0,1,1,0,0
224,228,0,3,male,20.5,0,0,7.25,,S,0,0,1,Mr,1,6,1,0,0,1,1,0,0
225,229,0,2,male,18.0,0,0,13.0,,S,0,1,0,Mr,1,4,1,0,0,1,1,0,0
226,230,0,3,female,28.0,3,1,25.4667,,S,0,0,1,Miss,0,7,1,0,0,5,0,0,0
227,231,1,1,female,35.0,1,0,83.475,C83,S,1,0,0,Mrs,0,3,1,0,0,2,0,0,0
228,232,0,3,male,29.0,0,0,7.775,,S,0,0,1,Mr,1,6,1,0,0,1,1,0,0
229,233,0,2,male,59.0,0,0,13.5,,S,0,1,0,Mr,1,4,1,0,0,1,1,0,1
230,234,1,3,female,5.0,4,2,31.3875,,S,0,0,1,Miss,0,8,1,0,0,7,0,1,0
231,235,0,2,male,24.0,0,0,10.5,,S,0,1,0,Mr,1,5,1,0,0,1,1,0,0
232,236,0,3,female,28.0,0,0,7.55,,S,0,0,1,Miss,0,6,1,0,0,1,1,0,0
233,237,0,2,male,44.0,1,0,26.0,,S,0,1,0,Mr,1,5,1,0,0,2,0,0,0
234,238,1,2,female,8.0,0,2,26.25,,S,0,1,0,Miss,0,5,1,0,0,3,0,1,0
235,239,0,2,male,19.0,0,0,10.5,,S,0,1,0,Mr,1,5,1,0,0,1,1,0,0
236,240,0,2,male,33.0,0,0,12.275,,S,0,1,0,Mr,1,4,1,0,0,1,1,0,0
237,241,0,3,female,28.0,1,0,14.4542,,C,0,0,1,Miss,0,6,0,0,1,2,0,0,0
238,242,1,3,female,28.0,1,0,15.5,,Q,0,0,1,Miss,0,6,0,1,0,2,0,0,0
239,243,0,2,male,29.0,0,0,10.5,,S,0,1,0,Mr,1,5,1,0,0,1,1,0,0
240,244,0,3,male,22.0,0,0,7.125,,S,0,0,1,Mr,1,6,1,0,0,1,1,0,0
241,245,0,3,male,30.0,0,0,7.225,,C,0,0,1,Mr,1,6,0,0,1,1,1,0,0
242,246,0,1,male,44.0,2,0,90.0,C78,Q,1,0,0,Dr,1,3,0,1,0,3,0,0,0
243,247,0,3,female,25.0,0,0,7.775,,S,0,0,1,Miss,0,6,1,0,0,1,1,0,0
244,248,1,2,female,24.0,0,2,14.5,,S,0,1,0,Mrs,0,5,1,0,0,3,0,0,0
245,249,1,1,male,37.0,1,1,52.5542,D35,S,1,0,0,Mr,1,4,1,0,0,3,0,0,0
246,250,0,2,male,54.0,1,0,26.0,,S,0,1,0,Rev,1,5,1,0,0,2,0,0,1
247,251,0,3,male,31.0,0,0,7.25,,S,0,0,1,Mr,1,6,1,0,0,1,1,0,0
248,252,0,3,female,29.0,1,1,10.4625,G6,S,0,0,1,Mrs,0,7,1,0,0,3,0,0,0
249,253,0,1,male,62.0,0,0,26.55,C87,S,1,0,0,Mr,1,3,1,0,0,1,1,0,1
250,254,0,3,male,30.0,1,0,16.1,,S,0,0,1,Mr,1,6,1,0,0,2,0,0,0
251,255,0,3,female,41.0,0,2,20.2125,,S,0,0,1,Mrs,0,6,1,0,0,3,0,0,0
252,256,1,3,female,29.0,0,2,15.2458,,C,0,0,1,Mrs,0,6,0,0,1,3,0,0,0
253,257,1,1,female,28.0,0,0,79.2,,C,1,0,0,Mrs,0,3,0,0,1,1,1,0,0
254,258,1,1,female,30.0,0,0,86.5,B77,S,1,0,0,Miss,0,2,1,0,0,1,1,0,0
